seed,adapt_regime,probe_id,input_overlap,hidden_overlap,collapse_step,collapsed
5100,A20,46,0.9990809559822083,0.9956241250038147,40,1
5100,A20,47,0.9258671998977661,0.9757030606269836,50,1
5100,A20,48,0.5798704624176025,0.9129824042320251,60,1
5100,A21,2,-0.952931821346283,0.3380917012691498,5,1
5100,A21,3,-0.9741166830062866,0.3478131890296936,60,1
5100,A21,4,-0.7375425100326538,0.3572615683078766,300,1
5100,A21,5,-0.8087478280067444,0.365093857049942,301,0
5100,A21,6,-0.528965950012207,0.37340331077575684,301,0
5100,A21,10,-0.9741166830062866,0.36265140771865845,80,1
5100,A21,11,-0.7002227902412415,0.36907151341438293,301,0
5100,A21,12,-0.528965950012207,0.37813884019851685,301,0
5100,A21,13,-0.08217950910329819,0.5571385025978088,301,0
5100,A21,17,-0.9741166830062866,0.3674776256084442,80,1
5100,A21,18,-0.528965950012207,0.38187554478645325,301,0
5100,A21,19,0.5336124897003174,0.7846670746803284,50,1
5100,A21,20,0.44151732325553894,0.7472323775291443,50,1
5100,A21,25,0.6371521353721619,0.8900667428970337,50,1
5100,A21,26,0.6363281011581421,0.8646808862686157,50,1
5100,A21,27,0.6742888689041138,0.839910089969635,40,1
5100,A21,28,-0.28148335218429565,0.5538960099220276,5,1
5100,A21,29,0.014400414191186428,0.6436386108398438,25,1
5100,A21,30,0.528965950012207,0.8175297975540161,50,1
5100,A21,31,0.9147737622261047,0.9753995537757874,30,1
5100,A21,32,0.8486431241035461,0.970517635345459,40,1
5100,A21,33,0.5258387923240662,0.8794784545898438,50,1
5100,A21,34,0.4098062813282013,0.8390386700630188,60,1
5100,A21,35,0.08217950910329819,0.6688188314437866,35,1
5100,A21,36,0.528965950012207,0.8169878125190735,60,1
5100,A21,37,0.8913716077804565,0.9546312093734741,40,1
5100,A21,38,0.9405249357223511,0.9820340871810913,35,1
5100,A21,39,0.9910504221916199,0.9983797073364258,35,1
5100,A21,40,0.8486431241035461,0.9721652269363403,40,1
5100,A21,41,0.38766181468963623,0.8689761161804199,60,1
5100,A21,42,0.528965950012207,0.8188973665237427,60,1
5100,A21,43,0.858578622341156,0.9271094799041748,50,1
5100,A21,44,0.9854673147201538,0.9740015268325806,40,1
5100,A21,45,0.9227685928344727,0.9773445725440979,40,1
5100,A21,46,0.9386953711509705,0.9884597063064575,40,1
5100,A21,47,0.9999728202819824,0.9987942576408386,40,1
5100,A21,48,0.8486431241035461,0.9728495478630066,50,1
5100,A22,2,-0.7785050868988037,0.36656370759010315,5,1
5100,A22,3,-0.9898688197135925,0.3222569227218628,60,1
5100,A22,4,-0.9320052266120911,0.28402864933013916,301,0
5100,A22,5,-0.9668272137641907,0.2817065417766571,301,0
5100,A22,6,-0.8003412485122681,0.2731306850910187,301,0
5100,A22,10,-0.9898688197135925,0.34294047951698303,80,1
5100,A22,11,-0.9112018346786499,0.29237908124923706,301,0
5100,A22,12,-0.8003412485122681,0.28423070907592773,301,0
5100,A22,13,-0.4374445676803589,0.4287506639957428,301,0
5100,A22,17,-0.9898688197135925,0.3500189483165741,80,1
5100,A22,18,-0.8003412485122681,0.2939477562904358,301,0
5100,A22,19,0.19119909405708313,0.6588060855865479,60,1
5100,A22,20,0.08669740706682205,0.6209107041358948,60,1
5100,A22,25,0.3148655295372009,0.7746063470840454,60,1
5100,A22,26,0.3138510584831238,0.7392759919166565,60,1
5100,A22,27,0.3611665964126587,0.7168258428573608,60,1
5100,A22,28,0.08504023402929306,0.6902717351913452,5,1
5100,A22,29,0.3754512369632721,0.7790704369544983,20,1
5100,A22,30,0.8003412485122681,0.923133134841919,40,1
5100,A22,31,0.998971164226532,0.9937301278114319,30,1
5100,A22,32,0.5995447039604187,0.8850657343864441,50,1
5100,A22,33,0.18219490349292755,0.7584172487258911,80,1
5100,A22,34,0.05173586681485176,0.709997832775116,80,1
5100,A22,35,0.4374445676803589,0.8062607645988464,30,1
5100,A22,36,0.8003412485122681,0.9271131753921509,40,1
5100,A22,37,0.9950090646743774,0.9986317157745361,35,1
5100,A22,38,0.9997153878211975,0.9960553646087646,35,1
5100,A22,39,0.9721419811248779,0.9762452840805054,40,1
5100,A22,40,0.5995447039604187,0.8856744766235352,60,1
5100,A22,41,0.02760750614106655,0.7455000877380371,100,1
5100,A22,42,0.8003412485122681,0.9316685795783997,50,1
5100,A22,43,0.9859507083892822,0.9922695159912109,40,1
5100,A22,44,0.980108380317688,0.9960296154022217,35,1
5100,A22,45,0.999684751033783,0.996756374835968,35,1
5100,A22,46,0.9998285174369812,0.9877979755401611,40,1
5100,A22,47,0.9347968697547913,0.9597901701927185,50,1
5100,A22,48,0.5995447039604187,0.8852139115333557,60,1
5100,A23,2,-0.7699093222618103,0.35961729288101196,5,1
5100,A23,3,-0.9878492951393127,0.3315616846084595,50,1
5100,A23,4,-0.9368417263031006,0.30937203764915466,301,0
5100,A23,5,-0.9702070951461792,0.3106174170970917,301,0
5100,A23,6,-0.8084099292755127,0.30795928835868835,301,0
5100,A23,10,-0.9878492951393127,0.3521164059638977,80,1
5100,A23,11,-0.9167126417160034,0.3203899562358856,301,0
5100,A23,12,-0.8084099292755127,0.3180040121078491,301,0
5100,A23,13,-0.449616938829422,0.46876582503318787,301,0
5100,A23,17,-0.9878492951393127,0.3591207265853882,80,1
